,Biomass,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Waste,Wind Onshore
0,401.36131279173514,228.62353260289902,5089.41386188728,2555.503042205456,285.77941575361683,636.3354990780196,167.6572572421333,1392.0632874041776,120.66241998487642,5587.305110666867,11.43117663017122,45.72470652060193,3274.3970391678185
1,437.1400788239353,247.43778046648308,5131.240972418936,2654.8011862526296,305.1732625752729,683.5468685382347,0.0030990754364344513,1295.9553751921837,125.78087173724737,5076.598462565974,19.588824287151755,51.54953759737472,3693.0088734589035
2,407.9731181922467,233.12749610986612,4495.475216651455,2309.257364243615,279.75299533183426,646.2812253267507,0.029515275641873923,1362.5006994864282,77.70916536997225,4827.034322229896,12.95152756168313,46.62549922199347,3614.771342458723
3,439.95914302507316,248.44751606131015,4355.077916954542,2333.336255007357,305.38340515864513,668.7378973980009,0.0035197985718707662,1136.6473859797354,76.60465078571738,4512.428010459904,19.66876168838239,52.795097163195486,3606.6297748204843
4,448.22247988383,251.33970834614234,4101.026241178801,2330.128546124387,103.67762969287658,678.6172125343155,0.004724878636005703,1176.0603853024093,77.49641007350321,4661.304341033391,19.8977269108818,53.40968802367972,3952.3169137407604
5,469.85397855313926,242.36811563380343,4504.007482192763,2577.818773735583,88.23049823518802,688.8356970642756,0.00630180522120651,1318.1423832710364,78.66333577596362,4796.337446224619,20.19734296959225,55.27693865341507,4298.84499834495
6,455.3713310235608,244.86948932403692,4910.277654337974,2573.2776158779543,89.14108602591973,695.9448643944452,0.007398898927350933,1385.4457948592121,81.62316310807961,4975.790982622009,20.405790777095604,53.6994494132448,4538.677464399019
7,439.3916365583009,246.75195353524327,5016.207476471282,2515.138333402259,89.82636905016824,701.2950258368398,0.008224541115085058,1444.797622673023,123.37597676766705,5378.759688902317,24.891644435654435,56.276761332669444,4643.9150553480695
8,456.9392431600201,246.29349276714595,4769.235835818244,2457.5337545836246,89.65947324423952,698.9117974574755,0.008023461833113794,1619.2716914817256,130.70838870541502,5013.368859350498,315.42850828070465,50.77102701786276,4771.396305053042
9,471.7236540785863,245.55477883547502,5050.027885785568,2550.3233170271806,89.39055545332673,695.738540033668,0.007699464498590071,1811.504991233017,117.39241619771192,5384.9732200741755,866.9806884320237,51.695742912808164,4869.092785591079
