TIME,GEO,NRG_BAL,SIEC,UNIT,Value,Flag and Footnotes
2011,European Union - 27 countries (from 2020),Gross electricity production,Electricity,Gigawatt-hour,2941843.97,
2011,European Union - 27 countries (from 2020),Net electricity production,Electricity,Gigawatt-hour,2788173.89,
2011,European Union - 28 countries (2013-2020),Gross electricity production,Electricity,Gigawatt-hour,3309827.97,
2011,European Union - 28 countries (2013-2020),Net electricity production,Electricity,Gigawatt-hour,3139703.89,
2011,Euro area - 19 countries  (from 2015),Gross electricity production,Electricity,Gigawatt-hour,2344778.91,
2011,Euro area - 19 countries  (from 2015),Net electricity production,Electricity,Gigawatt-hour,2232021.15,
2011,Belgium,Gross electricity production,Electricity,Gigawatt-hour,90431.6,
2011,Belgium,Net electricity production,Electricity,Gigawatt-hour,86752.3,
2011,Bulgaria,Gross electricity production,Electricity,Gigawatt-hour,50797,
2011,Bulgaria,Net electricity production,Electricity,Gigawatt-hour,45844,
2011,Czech Republic,Gross electricity production,Electricity,Gigawatt-hour,87477,
2011,Czech Republic,Net electricity production,Electricity,Gigawatt-hour,79908,
2011,Denmark,Gross electricity production,Electricity,Gigawatt-hour,35229.07,
2011,Denmark,Net electricity production,Electricity,Gigawatt-hour,33548.74,
2011,Germany,Gross electricity production,Electricity,Gigawatt-hour,613123,
2011,Germany,Net electricity production,Electricity,Gigawatt-hour,576247,
2011,Estonia,Gross electricity production,Electricity,Gigawatt-hour,12893,
2011,Estonia,Net electricity production,Electricity,Gigawatt-hour,11667,
2011,Ireland,Gross electricity production,Electricity,Gigawatt-hour,27164.03,
2011,Ireland,Net electricity production,Electricity,Gigawatt-hour,26365.24,
2011,Greece,Gross electricity production,Electricity,Gigawatt-hour,59436,
2011,Greece,Net electricity production,Electricity,Gigawatt-hour,53913,
2011,Spain,Gross electricity production,Electricity,Gigawatt-hour,293847,
2011,Spain,Net electricity production,Electricity,Gigawatt-hour,283278,
2011,France,Gross electricity production,Electricity,Gigawatt-hour,573107,
2011,France,Net electricity production,Electricity,Gigawatt-hour,547533.53,
2011,Croatia,Gross electricity production,Electricity,Gigawatt-hour,11373,
2011,Croatia,Net electricity production,Electricity,Gigawatt-hour,10951,
2011,Italy,Gross electricity production,Electricity,Gigawatt-hour,302581.92,
2011,Italy,Net electricity production,Electricity,Gigawatt-hour,291442.09,
2011,Cyprus,Gross electricity production,Electricity,Gigawatt-hour,4929.6,
2011,Cyprus,Net electricity production,Electricity,Gigawatt-hour,4698.6,
2011,Latvia,Gross electricity production,Electricity,Gigawatt-hour,6093.86,
2011,Latvia,Net electricity production,Electricity,Gigawatt-hour,5563.87,
2011,Lithuania,Gross electricity production,Electricity,Gigawatt-hour,4822,
2011,Lithuania,Net electricity production,Electricity,Gigawatt-hour,4445,
2011,Luxembourg,Gross electricity production,Electricity,Gigawatt-hour,3716.29,
2011,Luxembourg,Net electricity production,Electricity,Gigawatt-hour,3693.97,
2011,Hungary,Gross electricity production,Electricity,Gigawatt-hour,36019,
2011,Hungary,Net electricity production,Electricity,Gigawatt-hour,33533,
2011,Malta,Gross electricity production,Electricity,Gigawatt-hour,2179,
2011,Malta,Net electricity production,Electricity,Gigawatt-hour,2053,
2011,Netherlands,Gross electricity production,Electricity,Gigawatt-hour,113963,
2011,Netherlands,Net electricity production,Electricity,Gigawatt-hour,109145,
2011,Austria,Gross electricity production,Electricity,Gigawatt-hour,65813.09,
2011,Austria,Net electricity production,Electricity,Gigawatt-hour,62591.74,
2011,Poland,Gross electricity production,Electricity,Gigawatt-hour,163548,
2011,Poland,Net electricity production,Electricity,Gigawatt-hour,148913,
2011,Portugal,Gross electricity production,Electricity,Gigawatt-hour,52462.51,
2011,Portugal,Net electricity production,Electricity,Gigawatt-hour,51127.81,
2011,Romania,Gross electricity production,Electricity,Gigawatt-hour,62217,
2011,Romania,Net electricity production,Electricity,Gigawatt-hour,56490,
2011,Slovenia,Gross electricity production,Electricity,Gigawatt-hour,16059,
2011,Slovenia,Net electricity production,Electricity,Gigawatt-hour,15001,
2011,Slovakia,Gross electricity production,Electricity,Gigawatt-hour,28656,
2011,Slovakia,Net electricity production,Electricity,Gigawatt-hour,26090,
2011,Finland,Gross electricity production,Electricity,Gigawatt-hour,73501,
2011,Finland,Net electricity production,Electricity,Gigawatt-hour,70413,
2011,Sweden,Gross electricity production,Electricity,Gigawatt-hour,150405,
2011,Sweden,Net electricity production,Electricity,Gigawatt-hour,146965,
2011,Iceland,Gross electricity production,Electricity,Gigawatt-hour,17211,
2011,Iceland,Net electricity production,Electricity,Gigawatt-hour,16851,
2011,Liechtenstein,Gross electricity production,Electricity,Gigawatt-hour,:,
2011,Liechtenstein,Net electricity production,Electricity,Gigawatt-hour,:,
2011,Norway,Gross electricity production,Electricity,Gigawatt-hour,127539,
2011,Norway,Net electricity production,Electricity,Gigawatt-hour,127039,
2011,United Kingdom,Gross electricity production,Electricity,Gigawatt-hour,367984,
2011,United Kingdom,Net electricity production,Electricity,Gigawatt-hour,351530,
2011,Montenegro,Gross electricity production,Electricity,Gigawatt-hour,2656,
2011,Montenegro,Net electricity production,Electricity,Gigawatt-hour,2503,
2011,North Macedonia,Gross electricity production,Electricity,Gigawatt-hour,6759,
2011,North Macedonia,Net electricity production,Electricity,Gigawatt-hour,6284,
2011,Albania,Gross electricity production,Electricity,Gigawatt-hour,4191,
2011,Albania,Net electricity production,Electricity,Gigawatt-hour,4190,
2011,Serbia,Gross electricity production,Electricity,Gigawatt-hour,38600,
2011,Serbia,Net electricity production,Electricity,Gigawatt-hour,35793,
2011,Turkey,Gross electricity production,Electricity,Gigawatt-hour,229393,
2011,Turkey,Net electricity production,Electricity,Gigawatt-hour,217558,
2011,Bosnia and Herzegovina,Gross electricity production,Electricity,Gigawatt-hour,:,
2011,Bosnia and Herzegovina,Net electricity production,Electricity,Gigawatt-hour,:,
2011,Kosovo (under United Nations Security Council Resolution 1244/99),Gross electricity production,Electricity,Gigawatt-hour,5801,
2011,Kosovo (under United Nations Security Council Resolution 1244/99),Net electricity production,Electricity,Gigawatt-hour,5111,
2011,Moldova,Gross electricity production,Electricity,Gigawatt-hour,1016,
2011,Moldova,Net electricity production,Electricity,Gigawatt-hour,880,
2011,Ukraine,Gross electricity production,Electricity,Gigawatt-hour,194948,
2011,Ukraine,Net electricity production,Electricity,Gigawatt-hour,179635,
2011,Georgia,Gross electricity production,Electricity,Gigawatt-hour,:,
2011,Georgia,Net electricity production,Electricity,Gigawatt-hour,:,
2012,European Union - 27 countries (from 2020),Gross electricity production,Electricity,Gigawatt-hour,2939107.53,
2012,European Union - 27 countries (from 2020),Net electricity production,Electricity,Gigawatt-hour,2786920.28,
2012,European Union - 28 countries (2013-2020),Gross electricity production,Electricity,Gigawatt-hour,3302986.53,
2012,European Union - 28 countries (2013-2020),Net electricity production,Electricity,Gigawatt-hour,3132809.28,
2012,Euro area - 19 countries  (from 2015),Gross electricity production,Electricity,Gigawatt-hour,2340524.82,
2012,Euro area - 19 countries  (from 2015),Net electricity production,Electricity,Gigawatt-hour,2227632.89,
2012,Belgium,Gross electricity production,Electricity,Gigawatt-hour,83034.2,
2012,Belgium,Net electricity production,Electricity,Gigawatt-hour,79825.2,
2012,Bulgaria,Gross electricity production,Electricity,Gigawatt-hour,47329,
2012,Bulgaria,Net electricity production,Electricity,Gigawatt-hour,42859,
2012,Czech Republic,Gross electricity production,Electricity,Gigawatt-hour,87418,
2012,Czech Republic,Net electricity production,Electricity,Gigawatt-hour,80309,
2012,Denmark,Gross electricity production,Electricity,Gigawatt-hour,30700.7,
2012,Denmark,Net electricity production,Electricity,Gigawatt-hour,29200.39,
2012,Germany,Gross electricity production,Electricity,Gigawatt-hour,628314,
2012,Germany,Net electricity production,Electricity,Gigawatt-hour,591431,
2012,Estonia,Gross electricity production,Electricity,Gigawatt-hour,11967,
2012,Estonia,Net electricity production,Electricity,Gigawatt-hour,10527,
2012,Ireland,Gross electricity production,Electricity,Gigawatt-hour,27355.04,
2012,Ireland,Net electricity production,Electricity,Gigawatt-hour,26479.06,
2012,Greece,Gross electricity production,Electricity,Gigawatt-hour,60959,
2012,Greece,Net electricity production,Electricity,Gigawatt-hour,53654,
2012,Spain,Gross electricity production,Electricity,Gigawatt-hour,297558.62,
2012,Spain,Net electricity production,Electricity,Gigawatt-hour,286574,
2012,France,Gross electricity production,Electricity,Gigawatt-hour,572758.07,
2012,France,Net electricity production,Electricity,Gigawatt-hour,547926.39,
2012,Croatia,Gross electricity production,Electricity,Gigawatt-hour,10755,
2012,Croatia,Net electricity production,Electricity,Gigawatt-hour,10396,
2012,Italy,Gross electricity production,Electricity,Gigawatt-hour,299277,
2012,Italy,Net electricity production,Electricity,Gigawatt-hour,287803.38,
2012,Cyprus,Gross electricity production,Electricity,Gigawatt-hour,4717.02,
2012,Cyprus,Net electricity production,Electricity,Gigawatt-hour,4543.02,
2012,Latvia,Gross electricity production,Electricity,Gigawatt-hour,6167.22,
2012,Latvia,Net electricity production,Electricity,Gigawatt-hour,5719.1,
2012,Lithuania,Gross electricity production,Electricity,Gigawatt-hour,5043,
2012,Lithuania,Net electricity production,Electricity,Gigawatt-hour,4689,
2012,Luxembourg,Gross electricity production,Electricity,Gigawatt-hour,3816.97,
2012,Luxembourg,Net electricity production,Electricity,Gigawatt-hour,3786.88,
2012,Hungary,Gross electricity production,Electricity,Gigawatt-hour,34635,
2012,Hungary,Net electricity production,Electricity,Gigawatt-hour,32351,
2012,Malta,Gross electricity production,Electricity,Gigawatt-hour,2294,
2012,Malta,Net electricity production,Electricity,Gigawatt-hour,2172,
2012,Netherlands,Gross electricity production,Electricity,Gigawatt-hour,103234.49,
2012,Netherlands,Net electricity production,Electricity,Gigawatt-hour,99174.34,
2012,Austria,Gross electricity production,Electricity,Gigawatt-hour,72603.46,
2012,Austria,Net electricity production,Electricity,Gigawatt-hour,69525.21,
2012,Poland,Gross electricity production,Electricity,Gigawatt-hour,162139,
2012,Poland,Net electricity production,Electricity,Gigawatt-hour,147649,
2012,Portugal,Gross electricity production,Electricity,Gigawatt-hour,46614.73,
2012,Portugal,Net electricity production,Electricity,Gigawatt-hour,45254.3,
2012,Romania,Gross electricity production,Electricity,Gigawatt-hour,59045,
2012,Romania,Net electricity production,Electricity,Gigawatt-hour,53694,
2012,Slovenia,Gross electricity production,Electricity,Gigawatt-hour,15736,
2012,Slovenia,Net electricity production,Electricity,Gigawatt-hour,14705,
2012,Slovakia,Gross electricity production,Electricity,Gigawatt-hour,28664,
2012,Slovakia,Net electricity production,Electricity,Gigawatt-hour,26137,
2012,Finland,Gross electricity production,Electricity,Gigawatt-hour,70411,
2012,Finland,Net electricity production,Electricity,Gigawatt-hour,67707,
2012,Sweden,Gross electricity production,Electricity,Gigawatt-hour,166561,
2012,Sweden,Net electricity production,Electricity,Gigawatt-hour,162829,
2012,Iceland,Gross electricity production,Electricity,Gigawatt-hour,17549,
2012,Iceland,Net electricity production,Electricity,Gigawatt-hour,17296,
2012,Liechtenstein,Gross electricity production,Electricity,Gigawatt-hour,:,
2012,Liechtenstein,Net electricity production,Electricity,Gigawatt-hour,:,
2012,Norway,Gross electricity production,Electricity,Gigawatt-hour,147663,
2012,Norway,Net electricity production,Electricity,Gigawatt-hour,147128,
2012,United Kingdom,Gross electricity production,Electricity,Gigawatt-hour,363879,
2012,United Kingdom,Net electricity production,Electricity,Gigawatt-hour,345889,
2012,Montenegro,Gross electricity production,Electricity,Gigawatt-hour,2844,
2012,Montenegro,Net electricity production,Electricity,Gigawatt-hour,2703,
2012,North Macedonia,Gross electricity production,Electricity,Gigawatt-hour,6262,
2012,North Macedonia,Net electricity production,Electricity,Gigawatt-hour,5797,
